AUTOPISTA;BANDA y/o RAMAL;PK;CONDICIONES METEOROLOGICAS;SUPERFICIE DE LA VIA;LESIONADOS;FALLECIDOS;TIPO DE SINIESTRO;MOTO;LVIANO;BUS;CAMION;FECHA_AÑO;FECHA_MES;FECHA_DIA;FECHA_HORA;FECHA_DIASEMANA
AU FRONDIZI;DESCENDENTE;300.0;BUENO;SECA;2;1;OBSTACULO NO FIJO;1;1;0;0;2023;9;16;2;Sábado
AU 25 DE MAYO;ASCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;16;8;Sábado
AU FRONDIZI;ASCENDENTE;3200.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;9;16;8;Sábado
AU 25 DE MAYO;ASCENDENTE;600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;9;16;13;Sábado
AU FRONDIZI;DESCENDENTE;2600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;9;16;13;Sábado
AU 25 DE MAYO;ASCENDENTE;0.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;9;16;14;Sábado
AU 25 DE MAYO;ASCENDENTE;4600.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;1;0;0;2023;9;16;21;Sábado
AU DELLEPIANE;ASCENDENTE;3500.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;16;22;Sábado
DIST. DELLEPIANE;RAMAL 9;4254.418498168498;BUENO;DESLIZANTE;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;18;2;Lunes
AU 25 DE MAYO;DESCENDENTE;3100.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;9;18;15;Lunes
AV. CANTILO;ASCENDENTE;10400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;9;18;19;Lunes
AV. LUGONES;DESCENDENTE;9800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;9;19;9;Martes
AU PERITO MORENO;ASCENDENTE;4900.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;19;15;Martes
AV. CANTILO;ASCENDENTE;8000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;9;20;8;Miércoles
AU DELLEPIANE;ASCENDENTE;4600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;9;20;9;Miércoles
AU 25 DE MAYO;DESCENDENTE;2400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;9;20;17;Miércoles
AU PERITO MORENO;ASCENDENTE;3500.0;LLUVIOSO;MOJADA/HUMEDA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;9;21;5;Jueves
AU PERITO MORENO;DESCENDENTE;3100.0;BUENO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;21;8;Jueves
AU ILLIA;DESCENDENTE;500.0;BUENO;MOJADA/HUMEDA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2023;9;21;8;Jueves
AU PERITO MORENO;ASCENDENTE;400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;9;21;12;Jueves
AU DELLEPIANE;ASCENDENTE;1000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2023;9;21;12;Jueves
AU 25 DE MAYO;DESCENDENTE;800.0;BUENO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;9;21;13;Jueves
AU DELLEPIANE;ASCENDENTE;3800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;9;21;15;Jueves
AU DELLEPIANE;DESCENDENTE;1800.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;21;16;Jueves
AU PERITO MORENO;ASCENDENTE;3800.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0;2023;9;22;17;Viernes
AU FRONDIZI;DESCENDENTE;2500.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;1;0;0;0;2023;9;22;20;Viernes
AU 25 DE MAYO;ASCENDENTE;8100.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;22;22;Viernes
AU ILLIA;DESCENDENTE;4200.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;9;23;6;Sábado
AU ILLIA;ASCENDENTE;5000.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;0;1;0;2023;9;23;7;Sábado
AV. LUGONES;DESCENDENTE;5200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;9;23;10;Sábado
AV. LUGONES;DESCENDENTE;10300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;9;23;17;Sábado
AU 25 DE MAYO;DESCENDENTE;3300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;24;6;Domingo
AU ILLIA;DESCENDENTE;2500.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;24;15;Domingo
AU 25 DE MAYO;DESCENDENTE;8600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;1;0;2023;9;25;7;Lunes
AU 25 DE MAYO;DESCENDENTE;8200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2023;9;26;6;Martes
AU 25 DE MAYO;ASCENDENTE;6100.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;9;26;7;Martes
AV. LUGONES;DESCENDENTE;10000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;9;26;8;Martes
AU ILLIA;ASCENDENTE;5400.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;9;27;7;Miércoles
AU 25 DE MAYO;DESCENDENTE;1600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2023;9;27;8;Miércoles
AU PERITO MORENO;ASCENDENTE;3400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;9;27;15;Miércoles
AU 25 DE MAYO;ASCENDENTE;8200.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;27;15;Miércoles
AU PERITO MORENO;DESCENDENTE;4300.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;3;0;0;2023;9;27;17;Miércoles
AU DELLEPIANE;ASCENDENTE;1100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;9;28;7;Jueves
AU 25 DE MAYO;ASCENDENTE;700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;9;28;10;Jueves
AU FRONDIZI;DESCENDENTE;1700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;9;28;15;Jueves
AU PERITO MORENO;DESCENDENTE;5100.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;9;28;17;Jueves
AU 25 DE MAYO;DESCENDENTE;4000.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;0;1;0;0;2023;9;28;20;Jueves
AU 25 DE MAYO;DESCENDENTE;8600.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;9;28;20;Jueves
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;2;0;2023;9;29;9;Viernes
AU PERITO MORENO;DESCENDENTE;300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0;2023;9;29;12;Viernes
AU 25 DE MAYO;DESCENDENTE;6300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;9;29;14;Viernes
AU 25 DE MAYO;DESCENDENTE;4800.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;1;0;2023;9;29;16;Viernes
AU PERITO MORENO;ASCENDENTE;5500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;10;1;1;Domingo
AU DELLEPIANE;ASCENDENTE;3500.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;1;5;Domingo
AV. LUGONES;DESCENDENTE;4500.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;1;6;Domingo
AV. LUGONES;DESCENDENTE;6000.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;1;7;Domingo
AV. LUGONES;DESCENDENTE;6600.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;4;1;0;2023;10;1;15;Domingo
PASEO DEL BAJO;ASCENDENTE;900.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;0;1;0;0;2023;10;1;17;Domingo
AV. CANTILO;ASCENDENTE;8500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;2;8;Lunes
AU DELLEPIANE;ASCENDENTE;3800.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2023;10;2;9;Lunes
AU PERITO MORENO;ASCENDENTE;500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1;2023;10;2;10;Lunes
AU DELLEPIANE;DESCENDENTE;2000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;2;12;Lunes
AU PERITO MORENO;DESCENDENTE;3100.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;3;19;Martes
AU 25 DE MAYO;ASCENDENTE;0.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;4;7;Miércoles
AU PERITO MORENO;ASCENDENTE;1000.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;3;0;0;2023;10;4;9;Miércoles
AU 25 DE MAYO;DESCENDENTE;2100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;10;4;16;Miércoles
AV. LUGONES;DESCENDENTE;6100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;4;19;Miércoles
AV. CANTILO;ASCENDENTE;8700.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;5;4;Jueves
AV. CANTILO;ASCENDENTE;8500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;5;13;Jueves
AU DELLEPIANE;DESCENDENTE;2800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;5;19;Jueves
AU 25 DE MAYO;DESCENDENTE;8400.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;10;5;22;Jueves
AU 25 DE MAYO;ASCENDENTE;1000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;6;8;Viernes
AU PERITO MORENO;DESCENDENTE;4500.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;10;6;8;Viernes
AU ILLIA;DESCENDENTE;3300.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;5;0;0;2023;10;6;13;Viernes
AU FRONDIZI;DESCENDENTE;1800.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;6;18;Viernes
AU 25 DE MAYO;DESCENDENTE;9100.0;BUENO;PAV/DEFECTUOSO;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;7;7;Sábado
AU PERITO MORENO;DESCENDENTE;2400.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;10;7;17;Sábado
AU 25 DE MAYO;DESCENDENTE;1900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;8;1;Domingo
AU FRONDIZI;ASCENDENTE;1500.0;BUENO;SECA;3;0;OBSTACULO NO FIJO;0;2;0;0;2023;10;8;16;Domingo
AV. LUGONES;DESCENDENTE;9000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;8;18;Domingo
AV. LUGONES;DESCENDENTE;6000.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;8;18;Domingo
AU CAMPORA;DESCENDENTE;1500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;9;12;Lunes
AU DELLEPIANE;ASCENDENTE;600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;9;13;Lunes
AU 25 DE MAYO;DESCENDENTE;4600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;9;19;Lunes
AU PERITO MORENO;DESCENDENTE;4500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;10;17;Martes
AU PERITO MORENO;DESCENDENTE;1100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;10;10;19;Martes
PASEO DEL BAJO;DESCENDENTE;800.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2023;10;11;6;Miércoles
AV. LUGONES;DESCENDENTE;9900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;11;7;Miércoles
AU FRONDIZI;ASCENDENTE;3100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;11;13;Miércoles
AV. CANTILO;ASCENDENTE;8500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;11;13;Miércoles
TRANSICION RAMAL 2;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;10;11;14;Miércoles
AU ILLIA;ASCENDENTE;4500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;11;18;Miércoles
AU PERITO MORENO;ASCENDENTE;3500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;10;12;10;Jueves
AU PERITO MORENO;DESCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;12;15;Jueves
AU DELLEPIANE;DESCENDENTE;1500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;12;22;Jueves
AU 25 DE MAYO;DESCENDENTE;900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;13;7;Viernes
TRANSICION RAMAL 3;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;15;7;Domingo
AU PERITO MORENO;DESCENDENTE;5300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;15;19;Domingo
AU 25 DE MAYO;DESCENDENTE;6300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;16;7;Lunes
AU FRONDIZI;ASCENDENTE;2900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;16;7;Lunes
AU 25 DE MAYO;DESCENDENTE;6000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;16;12;Lunes
AV. LUGONES;DESCENDENTE;7300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;17;14;Martes
AU 25 DE MAYO;DESCENDENTE;5000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;17;16;Martes
AV. CANTILO;ASCENDENTE;8200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;18;14;Miércoles
AU 25 DE MAYO;DESCENDENTE;4000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;18;19;Miércoles
AU FRONDIZI;DESCENDENTE;300.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;18;20;Miércoles
AU DELLEPIANE;ASCENDENTE;1000.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;2;0;0;2023;10;18;22;Miércoles
AU DELLEPIANE;ASCENDENTE;2900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;20;5;Viernes
AV. LUGONES;DESCENDENTE;10100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;20;7;Viernes
AU DELLEPIANE;ASCENDENTE;500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;20;8;Viernes
AU CAMPORA;ASCENDENTE;400.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;1;2023;10;20;15;Viernes
AU 25 DE MAYO;ASCENDENTE;8200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1;2023;10;21;11;Sábado
AU PERITO MORENO;DESCENDENTE;1500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;22;5;Domingo
AU 25 DE MAYO;DESCENDENTE;8900.0;LLUVIOSO;MOJADA/HUMEDA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;23;5;Lunes
AU 25 DE MAYO;DESCENDENTE;8100.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;23;22;Lunes
AU ILLIA;DESCENDENTE;2300.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;24;10;Martes
AU DELLEPIANE;DESCENDENTE;3000.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;10;24;19;Martes
AV. LUGONES;DESCENDENTE;5000.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2023;10;24;22;Martes
AV. LUGONES;DESCENDENTE;6000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2023;10;25;12;Miércoles
AU 25 DE MAYO;DESCENDENTE;9200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2023;10;25;12;Miércoles
AV. LUGONES;DESCENDENTE;7700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;26;8;Jueves
AV. LUGONES;DESCENDENTE;10100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;2;1;0;0;2023;10;26;10;Jueves
AV. LUGONES;DESCENDENTE;8500.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;10;27;10;Viernes
AU 25 DE MAYO;ASCENDENTE;5100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;10;27;10;Viernes
AU 25 DE MAYO;ASCENDENTE;6600.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2023;10;28;6;Sábado
AU 25 DE MAYO;DESCENDENTE;2200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;10;28;11;Sábado
AU 25 DE MAYO;ASCENDENTE;9300.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2023;10;28;19;Sábado
AU PERITO MORENO;ASCENDENTE;4100.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;29;7;Domingo
AU PERITO MORENO;ASCENDENTE;700.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;10;29;8;Domingo
AU FRONDIZI;DESCENDENTE;2300.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2023;10;30;1;Lunes
AU CAMPORA;ASCENDENTE;2400.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;10;30;1;Lunes
TRANSICION RAMAL 4;RAMAL DE INGRESO;4254.418498168498;BUENO;SECA;1;0;OTRO;0;0;0;1;2023;10;30;10;Lunes
AU DELLEPIANE;DESCENDENTE;3000.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;1;0;0;0;2023;10;30;23;Lunes
AU PERITO MORENO;DESCENDENTE;3800.0;LLUVIOSO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;0;0;2;2023;10;31;5;Martes
AU 25 DE MAYO;DESCENDENTE;4500.0;BUENO;MOJADA/HUMEDA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;10;31;8;Martes
AU ILLIA;ASCENDENTE;4000.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0;2023;11;1;10;Miércoles
AU FRONDIZI;DESCENDENTE;1200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;11;1;19;Miércoles
AU DELLEPIANE;DESCENDENTE;4000.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;11;2;8;Jueves
AV. LUGONES;DESCENDENTE;7900.0;BUENO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;11;3;7;Viernes
AU PERITO MORENO;DESCENDENTE;5900.0;BUENO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;11;3;14;Viernes
AV. CANTILO;ASCENDENTE;9300.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;11;3;16;Viernes
DIST. 9 DE JULIO;RAMALES 5/6;4254.418498168498;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;11;4;4;Sábado
AV. LUGONES;DESCENDENTE;7300.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;11;4;7;Sábado
AU 25 DE MAYO;ASCENDENTE;7700.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;11;4;12;Sábado
AU 25 DE MAYO;DESCENDENTE;9000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;11;5;3;Domingo
AU PERITO MORENO;ASCENDENTE;1800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;11;5;6;Domingo
DIST. DELLEPIANE;RAMAL 5;4254.418498168498;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;11;5;8;Domingo
AU 25 DE MAYO;ASCENDENTE;9100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;11;5;18;Domingo
AU 25 DE MAYO;ASCENDENTE;9100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;11;5;18;Domingo
AU PERITO MORENO;ASCENDENTE;500.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;11;6;10;Lunes
AU DELLEPIANE;DESCENDENTE;4700.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;11;6;14;Lunes
PASEO DEL BAJO;DIST. NORTE - RAMAL 4;6500.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2023;11;6;19;Lunes
AV. LUGONES;DESCENDENTE;8900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;11;6;21;Lunes
AV. CANTILO;ASCENDENTE;10500.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;11;7;1;Martes
AU PERITO MORENO;ASCENDENTE;5800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1;2023;11;7;11;Martes
AV. LUGONES;DESCENDENTE;4700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;1;1;2023;11;7;12;Martes
AV. LUGONES;DESCENDENTE;8000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;11;7;14;Martes
AU FRONDIZI;DESCENDENTE;2000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;11;8;10;Miércoles
AV. LUGONES;DESCENDENTE;8500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;1;2023;11;8;13;Miércoles
AU DELLEPIANE;DESCENDENTE;1800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;11;8;13;Miércoles
AU FRONDIZI;ASCENDENTE;3000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;11;9;8;Jueves
AU ILLIA;ASCENDENTE;6400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;11;9;12;Jueves
AU 25 DE MAYO;DESCENDENTE;7400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;11;9;16;Jueves
AU 25 DE MAYO;ASCENDENTE;8200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2023;11;9;17;Jueves
AU 25 DE MAYO;DESCENDENTE;8000.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;11;9;19;Jueves
AU PERITO MORENO;ASCENDENTE;5400.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;11;10;14;Viernes
PASEO DEL BAJO;ASCENDENTE;1500.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;2;2023;11;10;16;Viernes
AU 25 DE MAYO;DESCENDENTE;5000.0;LLUVIOSO;MOJADA/HUMEDA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;11;10;18;Viernes
AV. LUGONES;DESCENDENTE;10500.0;LLUVIOSO;MOJADA/HUMEDA;1;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2023;11;10;22;Viernes
AU DELLEPIANE;DESCENDENTE;900.0;LLUVIOSO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;0;0;1;2023;11;11;2;Sábado
